date,title,link,description,source
2026-02-12 01:13:48,生成AIを使って、マッチングアプリのプロトタイプを作った話,https://zenn.dev/hydrangea01/articles/e644ce6c7370d7,"
 初めに
2026/2/8の衆議院選挙の候補者選びに、選挙マッチングアプリを使ってみました。
結果を友人に共有したところ、「これ、市区町村選挙版も欲しいよねえ」と言われました。
「候補者データくれるならば、作ってみるけど?」
そんなノリで始まったのが、今回の取り組みです。
今回は、RPG形式に置き替えて、ブラウザ上で動作するマッチングアプリとして公開しました。

 成果物

アプリ：https://httstm.github.io/voter-match/RPG_matching/

GitHub：https://github.com/httstm/voter-match/tree/m...",ZENN 生成AI
2026-02-12 01:00:02,AIは「確率的オウム」を卒業したのか？,https://zenn.dev/lluminai_tech/articles/1af542a29c59ab,"
 はじめに
こんにちは、ルミナイR&amp;Dチームの宮脇彰梧です。
普段は大学院でマルチモーダルAIの研究をしながら、仕事では生成AIやAIエージェントの実装、そして日々の技術調査に明け暮れています。
さて、2024年の後半から2025年にかけて、私たちの業界には激震が走りました。OpenAI o1やDeepSeek-R1といった、いわゆる「推論モデル（Reasoning Models）」の登場です。
チャット画面に表示される「考え中（Thinking...）」というステータス。数秒、時には数十秒の沈黙の後に吐き出される、驚くほど精緻な回答。
あれを見て、「今までと何かが違う」と肌で...",ZENN 大規模言語モデル
2026-02-12 01:00:02,AIは「確率的オウム」を卒業したのか？,https://zenn.dev/lluminai_tech/articles/1af542a29c59ab,"
 はじめに
こんにちは、ルミナイR&amp;Dチームの宮脇彰梧です。
普段は大学院でマルチモーダルAIの研究をしながら、仕事では生成AIやAIエージェントの実装、そして日々の技術調査に明け暮れています。
さて、2024年の後半から2025年にかけて、私たちの業界には激震が走りました。OpenAI o1やDeepSeek-R1といった、いわゆる「推論モデル（Reasoning Models）」の登場です。
チャット画面に表示される「考え中（Thinking...）」というステータス。数秒、時には数十秒の沈黙の後に吐き出される、驚くほど精緻な回答。
あれを見て、「今までと何かが違う」と肌で...",ZENN 機械学習
2026-02-11 23:47:10,個人で10体のAI Agentを運用して生活を自動化した話,https://zenn.dev/techsfree/articles/multi-agent-home-automation,"
 はじめに
「AIエージェントって、結局チャットボットでしょ？」
半年前の自分もそう思っていました。でも今、自宅の PC 3台で 10体の AI Agent が24時間稼働し、朝のブリーフィングから会議管理、投資モニタリング、学習サポートまで——生活のあらゆる場面を自動化しています。
この記事では、OpenClaw というオープンソースの AI Agent フレームワークを使って構築した「個人マルチエージェントシステム」の全貌を、ハマりポイント込みで共有します。筆者はデータプラットフォーム領域のエンジニアです。
!
この記事は「やってみた系」ですが、実運用で踏んだ地雷の話が本題です。公...",ZENN 大規模言語モデル
2026-02-11 23:00:02,Claude Code x ローカルLLM: いつ切り替えるべきかの判断基準,https://zenn.dev/correlate_dev/articles/local-llm-judgment,"
 Claude Max $200/月を払いながら、ローカルLLMを考えた
Claude Max Planを月額$200で契約しています。Claude Codeを使った開発は快適そのもの。複雑なコードベースの理解からマルチファイル編集、Agent Teamsによる並列作業まで、品質に不満はありません。
それでも「ローカルLLMを導入すべきタイミングはあるのか？」という疑問が頭から離れない。月$200は安くない金額だし、Mac mini M4 Pro 64GBという十分なスペックのマシンが手元にある。使わないのはもったいないのでは、と。
結論から言えば、ローカルLLMとクラウドLLMは競合...",ZENN 大規模言語モデル
2026-02-11 22:10:01,ナレッジグラフのテキスト化、モデルによって変えるべきらしい,https://zenn.dev/sea_turt1e/articles/kg-llm-bench,"
 論文紹介
KG-LLM-Bench: A Scalable Benchmark for Evaluating LLM Reasoning on Textualized Knowledge Graphs
（NAACL 2025 KnowledgeNLP Workshop）という面白い論文があったのでご紹介です。

 ざっくり要約

GraphRAGなど、ナレッジグラフ（KG）のデータをLLMに入力する時には基本的にテキストに変換（テキスト化） して入力する必要がある
その方法には「エッジをリストにして渡す」「JSON構造で渡す」「YAMLで渡す」「RDF Turtleで渡す」「JSON...",ZENN 大規模言語モデル
2026-02-11 22:00:01,俳句は本当に「エンコード/デコード」なのか？ – ゆる言語学ラジオから学ぶオートエンコーダーの概念（おまけ：復号化警察について）,https://zenn.dev/ext0mmy/articles/4e7c094b86e204,"
 きっかけ
まずはこちらを御覧ください。
https://youtu.be/srb5HwiC3gg?si=JEbMWBqPDIDvQbw1&amp;t=1327
https://www.valuebooks.jp/bp/VS0083085767
水野さん：

俳句って僕ZIPファイルみたいなものなのかと思って、
季語って体験の圧縮なんですよ。で、それを鑑賞するってのは解凍するようなことなんだっていうことですね。
この本（『AI研究者と俳人 人はなぜ俳句を詠むのか』）の中だとエンコードとデコードって言い方をしていて、
つまり何かこういう体験をしたなっていうのをエンコードするとそういう俳句...",ZENN 機械学習
2026-02-11 22:00:01,俳句は本当に「エンコード/デコード」なのか？ – ゆる言語学ラジオから学ぶオートエンコーダーの概念（おまけ：復号化警察について）,https://zenn.dev/ext0mmy/articles/4e7c094b86e204,"
 きっかけ
まずはこちらを御覧ください。
https://youtu.be/srb5HwiC3gg?si=JEbMWBqPDIDvQbw1&amp;t=1327
https://www.valuebooks.jp/bp/VS0083085767
水野さん：

俳句って僕ZIPファイルみたいなものなのかと思って、
季語って体験の圧縮なんですよ。で、それを鑑賞するってのは解凍するようなことなんだっていうことですね。
この本（『AI研究者と俳人 人はなぜ俳句を詠むのか』）の中だとエンコードとデコードって言い方をしていて、
つまり何かこういう体験をしたなっていうのをエンコードするとそういう俳句...",ZENN ディープラーニング
2026-02-11 21:31:37,日本語入力で完結する生成AI体験｜PixAIで作るバレンタインイラスト,https://zenn.dev/satofun/articles/2c050d37ac89ff,"バレンタインといえば、チョコレートやちょっとしたギフトを用意する方が多いと思います。そこに、もう一つだけ何かを添えるとしたらどうでしょう。例えば、一枚のイラストを添える、という方法もあります。
とはいえ、イラストを一から描くのは簡単ではありません。絵が得意な人でなければ、時間もハードルも高く感じてしまいます。そこで選択肢になるのが、生成AIを使ったイラスト制作です。
中でも、PixAIは、日本語入力に特化したAIイラスト生成サービスとして知られています。英語プロンプトを書く必要がなく、選択式の操作を中心にイラストを作れるため、初心者でも扱いやすい設計になっています。
さらに現在、PixA...",ZENN 生成AI
2026-02-11 15:11:51,Ray 2.53.0 リリースノート解説,https://zenn.dev/tosshi/articles/5a5139b6748b99,"
 はじめに
https://github.com/ray-project/ray/releases/tag/ray-2.53.0
Ray 2.53.0 は、モデルサービング、分散トレーニング、LLM 対応の各分野においてアップデートがありました。本リリースには 40 件を超える Pull Request が含まれており、パフォーマンスの最適化、新機能の追加、バグの修正が実施されています。本記事では、Ray Serve、Ray Train、Ray LLM、Ray Core の各コンポーネントにおける主要な変更点を確認します。なお、Ray Data については本記事では取り扱いません。

...",ZENN 機械学習
2026-02-11 15:10:24,完全未経験がDX職で奮闘する話① RAGとAzureでのつまづき,https://zenn.dev/kaithon_dx/articles/36a4e2d1a76977,"
 はじめに
こんにちは。かい(@kaithon_dx)です。
プライム上場企業でDX担当をしている28歳・完全未経験の派遣社員です。
前回の記事（完全未経験がDX職で奮闘する話⓪）では、キャリアと全体像の話を書きました。
今回は技術的に最もつまずいたことに絞って書いていきます。
結論からお伝えします。
Azure AI Foundry周りの情報は、GPT-5.2にもClaude Opus 4.5にもGeminiにも聞いても、軒並み正確に答えてもらえなかった。
Web検索をONにしても、システムプロンプトに「最新のAzure公式ドキュメントを参照せよ」と制約をかけてもダメでした。これはA...",ZENN 大規模言語モデル
2026-02-11 15:00:00,技術調査 - LangSmith,https://zenn.dev/suwash/articles/lang_smith_20260212,"
 ■概要
LangSmithは、大規模言語モデル（LLM）アプリケーションの開発ライフサイクル全体を支援する統合プラットフォームです。プロトタイピングから本番運用まで、開発、デバッグ、評価、監視、デプロイの全フェーズをカバーします。
LLMアプリ開発における「非決定的な振る舞い」や「品質の不透明さ」といった課題に対し、詳細なトレースと定量的な評価を提供することで、信頼性の高いアプリケーション構築を可能にします。
主な利用シーン:


Debugging: 実行ステップ（Chain/Agent）ごとの入出力を可視化し、ボトルネックやエラーを特定。

Evaluation: データセットを...",ZENN 大規模言語モデル
2026-02-11 14:05:29,Geminiと始めるGAS入門 ― シリーズ目次,https://zenn.dev/k_kariya/articles/gas-with-gemini-00-index,"
 Geminiと始めるGAS入門 ― シリーズ目次
― 生成AIと一緒に、Google Apps Script を「使う側」として試す ―


 このシリーズについて
このシリーズは、

自分でコーディングはできない（または、したくない）けれど、
生成AIがコーディングしてくれるなら
Google Apps Script（GAS）を使ってみたい人

に向けた入門記事です。
GASの文法を教えることや、自分でコードを書けるようにすることは目的としていません。
生成AI（主に Gemini）にコーディングを任せて、GASを「使う側」として安全に・迷わず試すための考え方と体験を提供することを...",ZENN 生成AI
2026-02-11 14:05:29,Geminiと始めるGAS入門 #1 座学編 ― GASをバイブコーディングで利用するための考え方,https://zenn.dev/k_kariya/articles/gas-with-gemini-01-study,"!
この記事は「Geminiと始めるGAS入門」シリーズの記事です。
シリーズ目次はこちら


 Geminiと始めるGAS入門#1 座学編
― GASをバイブコーディングで利用するための考え方 ―
この記事は、
自分でコーディングはできない（または、したくない）けれど、
生成AIがコーディングしてくれるなら
Google Apps Script（GAS）を使ってみたい人向けの記事です。

 バイブコーディングとは
バイブコーディング（Vibe Coding） とは、
生成AIと対話しながら、「こういう感じで」という雰囲気（vibe）を伝えてコードを書いてもらう手法です。
従来のプログラ...",ZENN 生成AI
2026-02-11 13:43:10,AI時代のソフトウェアアーキテクチャ,https://zenn.dev/yosugi/articles/llm-friendly-architecture,"
 AI時代のソフトウェアアーキテクチャ

 はじめに
LLM がコードを生成する時代になりました。Claude Code や Codex のようなツールが日常的に使われるようになり、「コードを書く」という行為そのものが変わりつつあります。
この変化の中で、ソフトウェアアーキテクチャに求められるものも変わってきたのではないか、と感じています。
クリーンアーキテクチャや DDD は優れた設計思想です。ただ、従来のアプローチではレイヤーごとにディレクトリを分けることが多く、1つの機能を理解するために controller、service、repository、domain と複数の場所を見て...",ZENN 大規模言語モデル
2026-02-11 12:47:52,llama.cppのRPC機能で「仮想巨大GPU」を構築！複数のPCを合体させて巨大LLMを動かす方法（個人メモ）,https://zenn.dev/onpremdev/articles/3d77c91717d61e,"最近のLLM（大規模言語モデル）は高性能化が進んでいますが、同時にVRAM（ビデオメモリ）の要求量も凄まじいことになっています。
「70Bや120Bのモデルを動かしたいけれど、手持ちのPC単体ではVRAMが全く足りない……」と諦めていませんか？
実は、llama.cpp の RPC (Remote Procedure Call) 機能を使えば、ネットワーク越しにある複数のPCのVRAMを合体させ、1つの巨大なGPUとして扱うことが可能です。
今回は、メインPCに加え、サブPC（ワーカー）をネットワークで連結し、GPUリソースをフル活用してCLINEなどのAIツールから巨大モデルを利用する...",ZENN 大規模言語モデル
2026-02-11 12:00:02,Claude Coworkの登場 AIエージェント時代に日本SIerの戦い方を本気で考えた,https://zenn.dev/syoshida07/articles/de739a077cd82d,"Claude Cowork、Google NotebookLM・・すごいですよねと飲み屋での会話、AIエージェントが実際に業務を動かす時代なのかとも感じました。
自動化（Automation）、ワークフロー最適化（Workflow Optimization）、データ活用（Data-Driven Operation）これがグローバルの流れだが、日本企業にはなじまないと以前投稿した。
https://zenn.dev/syoshida07/articles/91e14cb740dc64
AIエージェント時代をはやり言葉の単語でスルーしておくのか、もっと踏み込むべきかなのか自身も悩んでいるが、...",ZENN 生成AI
2026-02-11 11:13:07,AWS re:Invent 2025速報：AI時代のインフラ革新を読み解く,https://zenn.dev/0h_n0/articles/66060968cfd99c,"
 導入
2025年12月1〜5日に開催されたAWS re:Invent 2025は、AI実装を大幅に加速させるインフラとサービスの発表が相次ぎました。特に注目すべきは、Amazon Nova 2モデルファミリーの発表、Trainium3 UltraServersによる4.4倍の性能向上、S3のオブジェクトサイズ上限10倍拡大（50TB）、そしてS3 Vectorsの一般提供開始です。
これらのアップデートは、AI開発のボトルネックとなっていた「推論コスト」「学習速度」「ベクトルデータベースの運用コスト」を一挙に解消する可能性を秘めています。
この記事では、re:Invent 2025の...",ZENN 機械学習
2026-02-11 10:29:50,LLM APIのレスポンス速度を改善する方法まとめ,https://zenn.dev/async_inc/articles/550970e21e7c23,"LLM APIを利用した開発で、レスポンスの遅さが課題になることがあります。
OpenAI APIを前提に、レイテンシーを改善するための選択肢を調査しました。本記事では、パラメータチューニングやキャッシングなど、対応策とその効果を簡単にまとめました。
感想としては、意外と選択肢が少なく、いずれも適用できるかは要件により大きく左右される内容です。
なお、本記事は純粋なテキスト生成の応答を対象としており、Web検索やFunction callingなど外部ツール呼び出しに起因するレイテンシーについては扱いません。

 結論
レスポンス速度に影響する主な要素を、効果の大きい順にまとめます。

...",ZENN 大規模言語モデル
2026-02-11 10:00:05,“幾何って本当に効く？” — VGGT: Visual Geometry Grounded Transformerで分かったGeometry,https://zenn.dev/hokuto7/articles/95de60e84a8e90,"
 はじめに
CVPR 2025 Best Paper を受賞した VGGT: Visual Geometry Grounded Transformer は、
Transformerベースの画像モデルに「幾何（Geometry）」を取り込んだ研究のようです。

ここ最近のViT（Vision Transformer）は画像認識タスクで圧倒的な性能を示してきましたが、
一方で 3D的な整合性 や 視点変化への頑健性 には弱いという問題がありました。
この記事では、以下のステップでVGGTをまとめていこうと思います。

ステップ1：従来のViTが幾何に弱い理由
ステップ2：VGGTのアーキテ...",ZENN ディープラーニング
2026-02-11 09:34:27,独立成分分析（ICA）のそもそもを理解する,https://zenn.dev/numa03/articles/ica-explanation,"PCA（主成分分析）と似ている気がするのに，調べてもいまいち腹落ちしない人のための記事です

 ICAとは
ICA（Independent Component Analysis，独立成分分析）は，複数次元の観測データを可能な限り独立な成分に分解する手法である．主に信号処理や画像処理，脳波解析などで利用される．
!
XとYが独立とは，Xを知ってもYの情報が得られないこと，ラフに言えばXとYが全く連動しないことを意味する．対してXとYが無相関とは，「Xが大きいほどYも大きい」などの比例関係がないことを意味する．

以下では，時系列データを例に説明するため変数 tを用いている．

 ICA =...",ZENN 機械学習
2026-02-11 08:55:39,Claude Codeに「お前自身がLLMだろ」と言った日 — 397問のデータ生成で学んだこと,https://zenn.dev/shimo4228/articles/claude-code-self-generation,"
 397問の構造化解説を自動生成したら品質が壊滅的だった
ある資格試験対策のiOSアプリを個人開発しています。問題数は約400問、8カテゴリ。内容についてはいろいろあるので伏せますが、この記事ではグラップラー刃牙の問題だと思って読んでください。
間隔反復（FSRS）で問題を出すだけのアプリでしたが、解説UIを強化したくなりました。単なるテキスト解説ではなく、4層構造の「構造化解説」を実装することにしました。
public struct EnhancedExplanation: Codable, Equatable, Sendable {
    public let correctSu...",ZENN 大規模言語モデル
2026-02-11 06:12:30,「SaaSの死」ではなく「SaaS 2.0」へ：AIエージェント時代に勝つプロダクトの条件,https://zenn.dev/taketsuyo/articles/dc1fbd6bdece96,"![](https://storage.googleapis.com/zenn-user-upload/ffd9e9016d11-
20260211.png)
SaaSの死、ではなく前提の死
「SaaS is dead」という言葉は、クラウドやサブスクの終焉を意味しません。
本当に終わるのは、2010年代に当たり前だった**「人間がGUIを操作し、人間の席 ID に課金する」**という前提です。
分水嶺は2026年2月。
AIは対話相手ではなく、計画→実行→修正まで回す「実行主体」へと変わります。
ユーザーの主役が「目を持つ人間」から「論理を持つエージェント」へ交代する瞬間です。
結論：...",ZENN 生成AI
2026-02-11 03:46:42,生成AIの「説明長すぎ問題」を解決するプロンプト【ChatGPT/Claude/Gemini】,https://zenn.dev/iichiromunakata/articles/3c6d8ec2c59950,"知らない用語を調べたくて生成AIに聞くと、親切心からか非常に長い解説が返ってきてしまい、読むのが大変なときがあります。
そこで、回答を「一言」と「具体例」だけに絞り込むプロンプトを作成しました。
私はこれをカスタム指示や定型文として登録して使っています。

 解決したいこと

生成AIの回答が長すぎて、結局何なのか把握するのに時間がかかる
専門用語を使わずに、直感的にさっと理解したい


 使用するプロンプト
以下の内容を、質問の冒頭に付けるか、生成AIの設定に事前登録しておきます。
入力された言葉の意味を次の２つの観点で答えてください。詳しくない人でもわかるように。
1. 一言で簡潔に...",ZENN 生成AI
2026-02-11 03:33:57,SaaSは死んでない。死んだのは「席課金」だ：SaaS 2.0で勝つための新常識,https://zenn.dev/taketsuyo/articles/7151c78489135a,"![](https://storage.googleapis.com/zenn-user-upload/1d1c5d1f3490-
20260211.png)
「SaaS is Dead」の正体
「SaaSは死んだ」——この言葉に焦っている人ほど、論点を取り違えています。
終わるのはSaaSという提供形態ではなく、従来の前提です。
これまでのSaaSは、
「人間がGUIを操作し、人間の席（ID）に課金する」ことで成り立っていました。
しかし利用主体が“人間”から“AI”へ移ると、ここが根本から揺らぎます。
結論：SaaS 2.0とは何か
私の定義するSaaS 2.0は、
「AIエージェン...",ZENN 生成AI
2026-02-11 02:51:38,SaaSの終焉についてAIがまとめた,https://zenn.dev/tomato_leo/articles/7fd5bf0609cf37,"最近、この言葉をよく聞くので、偉い人たちがどのような予測をしているのかDeep Researchでまとめました。
結論、文字通りの終焉ではなく、生成AIと融合して進化していくという、特に驚きのない結論になりました。それは今すでに起きているし、今後2,3年はその流れかもしれません。が、AIエージェントの信頼性がさらに上がり、ある程度の責任を伴う業務・タスクを任せられるようになるとまた前提が大きく変わるので今の延長線上の話ではなくなっていくように思います。
AIのまとめでは3年後のその先には言及されていませんが、デジタル空間上での言動はほぼ全てAIに任せられるようになります。
従って人間が操...",ZENN 生成AI
2026-02-10 22:51:34,Google Cloud、課金してるアカウントどれだっけ？確認→判断→解約の3ステップ,https://zenn.dev/sora_biz/articles/google-cloud-billing-check,"
 この記事の結論


課金中のアカウントは Cloud Console の「課金」メニューで確認できる（5 分で完了）

Gemini API のテキスト生成は課金不要。 無料枠で Gemini 2.5 Pro / Flash が使える

不要な課金は 3 ステップで止められる。 プロジェクトの課金無効化 / 請求先アカウント閉鎖 / プロジェクト削除


 この記事の対象読者

Google アカウントを複数持っていて、どれが Google Cloud に有料課金しているか分からなくなった人
「なんか毎月 Google Cloud から請求来てるけど、どのアカウント？」という人（Yo...",ZENN 生成AI
2026-02-10 22:51:34,Google Cloud の「無料」は3種類ある：無料トライアル・無料枠・有料アカウントの違い,https://zenn.dev/sora_biz/articles/google-cloud-console-basics,"!
この記事の情報は 2026 年 2 月時点 のものである。料金・無料枠は変更される可能性があるため、最新情報は各セクションに記載した公式リンクを参照してほしい。


 この記事の結論


Google Cloud の「無料」は 3 種類ある。 無料トライアル（$300 クレジット）/ 有料アカウント（従量課金）/ 無料枠（Always Free）

登録しただけではお金はかからない。 手動でアップグレードしない限り請求は発生しない

「課金を有効にする」≠ 即請求。 無料枠内ならコストゼロ

有料アカウントへのアップグレードは不可逆。 慎重に判断すること


 目次

この記事の結論...",ZENN 生成AI
2026-02-10 22:51:33,その Gemini 画像、透かし入ってるよ？API画像生成の著作権・料金を公式情報で整理,https://zenn.dev/sora_biz/articles/gemini-api-image-generation-guide,"!
この記事の情報は 2026 年 2 月時点 のものである。モデル ID・料金・無料枠は変更される可能性があるため、最新情報は各セクションに記載した公式リンクを参照してほしい。


 この記事の対象読者

Gemini API で画像生成をしたいが、無料でできるのか有料なのか分からない人
「Gemini で画像作れるんでしょ？」と思っているが、アプリと API の違いが分からない人
API で生成した画像の著作権や商用利用について知りたい人
どのモデルを選べばいいか分からない人


 目次

この記事の結論
Gemini アプリと Gemini API は別物
画像生成に使えるモデル一...",ZENN 生成AI
2026-02-10 16:19:26,OpenAI Whisper モデルを NxD Inference で動かす,https://zenn.dev/tosshi/articles/f6c49165c90e6d,"対象読者: AWS Trainium/Inferentia で音声認識 (STT) をサービングしたい方
前提知識: AWS Neuron 関連の基礎知識、Transformers ライブラリの基本的な使い方

📚 音声認識 (Speech Recognition) について学ぶ
音声認識の基礎から実装まで体系的に学びたい方は、Hugging Face が提供する無料の学習コース Audio Course - Chapter 5: Automatic Speech Recognition をおすすめします。Whisper を含む最新の音声認識技術を実践的に学べます。私も音声系は無知を極め...",ZENN 機械学習
2026-02-10 12:35:57,Copilotなど一般向け主要AIモデル3種の画像分析比較、同一プロンプト検証,https://zenn.dev/syoshida07/articles/f85fd99cfeacd5,"前回はプロンプトで描いた画像を比較検証しましたが、今回が画像を分析して出力する検証をしてみたいとおもいます♪
このような比較検証は、各モデルの「理解の癖」を可視化する貴重な取り組みであり、それぞれ同一の画像を読み取らせ、その描写内容や推論の違いを分析することで、精度・表現傾向といった特徴が浮き彫りになります。
今回は特にアニメ画像のように抽象度が高い素材では、モデルごとの判断基準や推測の幅が明確に分かれると思い、画像理解技術の成熟度を測る指標として実施しました。

＊AI画像の検証に使う素材はこれです！

 分析にするプロントについて考える
AI画像認識を比較する際、1つのプロンプトで多...",ZENN 生成AI
2026-02-10 11:17:15,非エンジニアがClaude Codeを使って1ヶ月でできたこと,https://zenn.dev/shogaku/articles/claude-code-non-engineer-2025,"
 はじめに
私はエンジニアではありません。仕事でコードを書くわけでも、情報系の学科出身でもない。いわゆる「趣味でコードを触ってきた」タイプの人間です。
そんな私が、2025年末から2026年初頭にかけてClaude Codeを使い始めた結果、思っていたよりずっと多くのことが動いてしまいました。特別な体験談というより、「こんな人間でもこういうことができた」という記録です。


 Claude Codeとは
ターミナルで動くAnthropicのAIエージェントです。コードの読み書きだけでなく、ファイル操作、git操作、コマンド実行まで自律的に行ってくれます。「このバグを直して」「この機能を...",ZENN 生成AI
2026-02-10 11:15:26,kaggle PhysioNetコンペ　上位解法まとめ,https://zenn.dev/yume_neko/articles/54304df1bcb17d,"
 はじめに
心電図の画像から信号値の復元を行うPhysioNet - Digitization of ECG Images というkaggleコンペが2026/1/23まで開催されていました。
コンペ終了後に公開された上位チームの解法からたくさん学びがあったので、備忘録も兼ねてまとめていきたいと思います。
!
ポンコツ英語力で読み解いた内容になるので理解が間違っている部分があるかもしれません。各ディスカッションのリンクも記載しますので、気になる解法があったらぜひ元記事をご確認ください。


 コンペ概要


心電図画像から時系列データを抽出するモデルの精度を競うコンペでした。

各リー...",ZENN ディープラーニング
2026-02-10 11:06:48,SHAPとは,https://zenn.dev/innovativemind/articles/3d15fd34fbc424,"
 SHAP（SHapley Additive exPlanations）は、各特徴量が予測に与えた影響の大きさを定量化する手法である。

 ある入力に対するモデル予測を、各特徴量の寄与の和として分解することで求める。
ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー

 計算方法(特徴量数 M=4（A, B, C, D)の場合)


例えばf(x)が年収予測のモデルなら、特徴量AのSHAP値は、特徴量Aが年収予測を何円上げたかor下げたかを表す

ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー

ーーーー...",ZENN 機械学習
2026-02-10 06:07:23,Pytorch Tabularのmodel sweepで最適なモデルを探す,https://zenn.dev/hiroki_k21/articles/929bfe59024c20,"
 Pytorch Tabularとは
Pytorch Tabularは、表形式データ向けの深層学習モデルをまとめて扱うためのライブラリです。モデルをいくつか試し、学習結果を並べて見比べたいときに役立つ機能として、Model Sweepが用意されています。

 Model Sweep
Model Sweepは、複数のモデル設定をまとめて学習し、指定した指標で並べ替えて比較するための機能です。あらかじめ用意されたプリセットを使う方法と、自分でモデル設定のリストを渡す方法があります。
!
計算量が増えやすいので、GPUで回せる環境だと動かしやすいです。


 使ってみる

 データの前処理
...",ZENN ディープラーニング
2026-02-09 21:55:29,【PINNs入門】PyTorchで「ニュートンの冷却の法則」を解く｜CAEエンジニアのための実装ガイド Vol.1,https://zenn.dev/sanottti/articles/pinn-01-newton-cooling-guide,"
 はじめに
CAEエンジニアの皆さん、こんにちは。普段、FEM（有限要素法）やFVM（有限体積法）でシミュレーションを行う際、「メッシュ作成」にどれだけの時間を費やしていますか？
近年注目されている PINNs (Physics-Informed Neural Networks) は、物理法則（微分方程式）をニューラルネットワークの損失関数に組み込むことで、メッシュレスで物理現象をシミュレーションする技術です。
本連載では、理論よりも「実装」を重視し、最終的にはNavier-Stokes方程式などの高度な物理モデルを実装することを目指します。第1回となる今回は、PINNsのHello ...",ZENN 機械学習
2026-02-09 21:29:49,【Python】サロゲートモデルのための3D形状前処理：STL分割・特徴量抽出・自動修復の完全ガイド (2026年版),https://zenn.dev/sanottti/articles/surrogate-preprocessing-guide,"
 はじめに
2026年現在、CAE（Computer Aided Engineering）や設計探査の分野において、
**サロゲートモデル（代理モデル）**の活用は当たり前になりつつあります。
シミュレーション計算コストを削減するために、AIモデルで物理現象を予測する技術です。
しかし、ここで常にボトルネックになるのが
「3D CADデータ（形状）をどうやってAIに入力するか？」
という問題です。
「STLを読み込んで、特定の位置で分割し、その体積比率を説明変数に加えたい」
「読み込んだSTLに穴が開いていて計算が止まる」
こうした悩みを持つエンジニア向けに、本記事ではPythonライ...",ZENN 機械学習
2026-02-09 13:31:56,GNN,https://zenn.dev/k_1090/books/63f60ec50a3590,GNN（Graph Neural Networks）について調べたので、そのまとめ,ZENN 機械学習
2026-02-09 12:25:02,AI応用に向けたアナログニューラルネットワーク回路と容量チョッパー型比較器の動作原理,https://zenn.dev/qwerewq/articles/da9ade63f7e4bf,"
 はじめに
AIの普及により、ニューラルネットワークを用いた機械学習が広く用いられている。この流れを踏まえ、集積回路分野におけるアナログニューラルネットワークの位置づけを整理する。抵抗を用いた重み付け回路は比較的知られている。一方、容量に電荷を蓄える方式の重み付け回路は、動作を式で追える形の解説が少ない。そこで本記事では、容量による重み付けと比較器による2値化を対象に、電荷保存としきい値比較の関係として基礎から順に整理する。
MOSFETのデバイス設計やプロセス依存の議論には踏み込まない。回路レベルで再現できる関係式と動作の対応に焦点を当てる。あわせて、比較器による判定がニューラルネッ...",ZENN 機械学習
2026-02-09 12:00:59,Copilotと語る2026年のAIハード事情：APU・ROCm・ONNXのリアル,https://zenn.dev/okakutech/articles/a63840c84fcc08,"2026年現在の、Microsoft Copilotとの会話の流れ、出てきた話題、そしてそれぞれの結論をまとめました。
全体として、「AMD APU（Ryzen 7 7840HS）をなんとか活用したい」という技術的な問いから始まったんだけど、話していくうちに「今のAIハード／ソフトの勢力図ってどうなってるん？」みたいな、ちょっと大きめの視点にまで広がっていった感じ。

 1. PyTorch と ROCm の現状（APUは使えるん？）
話題: PyTorch の公式に ROCm の記載があったから、「これAPUでもいけるようになったん？」という疑問。
結論: 2026年2月時点で PyT...",ZENN 機械学習
2026-02-09 09:47:05,LLM性能比較テスト(OSS編) - ローカルモデルを試していたら魔法少女が爆誕した話,https://zenn.dev/yui_d/articles/local-llm-benchmark-magic-girl,"
 導入: ローカルLLMへの憧れと絶望、そして希望
みなさんこんにちは！Yuiです💕
みなさんはローカルLLMをご存知ですか？クラウド上ではなく、自分のパソコンで動くAIのことです。OpenAIのGPTやAnthropicのClaudeは超高性能ですが、月額料金が必要だったり、使用量に制限があったりしますよね。
実は私も、Claudeのサブスクリプションに加入しているんですが...コーディングに使っているとすぐに制限に達してしまうんです😭

週間制限のプログレスバーを確認するたびに、「ああ、もっと自由に使いたい...」と思っていました。

 ローカルLLMへの期待と挫折
そこで目をつけ...",ZENN 機械学習
2026-02-09 08:52:02,深層学習―基礎と概念― 演習問題解答例まとめ,https://zenn.dev/yoshitakamo/articles/ceffbf9e2d5a6a,"2026年2月3日に発売されたC.M.ビショップの深層学習―基礎と概念―本の演習問題解答例です。
不備や修正すべき点がありましたらお知らせください。

 Index

深層学習―基礎と概念― 第2章（2.1から2.21まで）解答例

現在、順次作成中です。

 数式の記法
以下にこの本における数式の記法をまとめる．

ベクトルは\mathbf{x}のように小文字の太字Roman体で表記する。
行列は\mathbf{M}のように大文字の太字Roman体で表記する。
ベクトルは，特に断りのない限り，すべて列ベクトルである．つまり
\mathbf{x} = \begin{pmatrix} x_...",ZENN ディープラーニング
